trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
343572,2020-11-01 00:20:00,30290600000000.0,fraud_Fisher Inc,shopping_net,1.16,John,Clarke,Male,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,03/09/1961,fcee83bb893fe62f3127adad74c86d5c,1383265223,36.803895,-88.169849
343573,2020-11-01 00:20:00,30153500000000.0,fraud_Strosin-Cruickshank,grocery_pos,75.58,Robin,Smith,Female,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,05/04/1962,cb2cd442ea610d73b4b2688db9932d72,1383265250,31.975618,-98.936569
343574,2020-11-01 00:21:00,3576430000000000.0,fraud_Dach-Nader,misc_net,5.47,Jessica,Ward,Female,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24/10/1981,d0c5e9f8484e49c7c088d63e1cd5b5cc,1383265284,33.274592,-111.085029
343575,2020-11-01 00:24:00,3504180000000000.0,fraud_VonRueden Group,grocery_net,43.67,Drew,Garcia,Male,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",23/07/1992,f61d43b5c1f6e2ca29137f792c63004d,1383265481,41.735678,-84.758128
343576,2020-11-01 00:24:00,3559160000000000.0,"fraud_Reichert, Shanahan and Hayes",shopping_net,89.92,Allen,Bell,Male,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,15/02/1974,0089d6cdc69a6620e2a072d41e08c39b,1383265493,42.438568,-77.780213
343577,2020-11-01 00:25:00,345832000000000.0,fraud_Medhurst PLC,shopping_net,2.42,Jason,Mcmahon,Male,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,20/11/1950,5a827a4655c5e9e768e0467b7489c5c6,1383265517,39.169869,-77.771342
343578,2020-11-01 00:26:00,6593250000000000.0,fraud_Williamson LLC,misc_pos,7.9,Melissa,Meza,Female,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,04/01/1977,dde3ade30f07ff87ed5755d809ff9502,1383265598,26.264219,-80.937182
343579,2020-11-01 00:26:00,4908850000000000.0,"fraud_Lockman, West and Runte",grocery_pos,197.89,Lauren,Torres,Female,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,957675ce3808fd45a128d7d6060a6c19,1383265615,32.290138,-97.920499
343580,2020-11-01 00:27:00,567868000000.0,fraud_Bruen-Yost,misc_pos,8.64,Dawn,Tucker,Female,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16/12/1984,b2249dcd5f69ee849846cb56d849cabe,1383265650,30.189409,-95.463791
343581,2020-11-01 00:30:00,4681700000000.0,fraud_Kiehn-Emmerich,grocery_pos,115.94,Joseph,Gonzalez,Male,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",06/03/1978,80f15a1e019741de1cb296f3185d1a1b,1383265818,36.114261,-87.363465
343582,2020-11-01 00:30:00,2358120000000000.0,fraud_Friesen-D'Amore,gas_transport,88.58,Mike,Tran,Male,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",30/10/1924,d7b82f691ac00496294c4b8d59794ed3,1383265843,38.287888,-76.503975
343583,2020-11-01 00:30:00,372509000000000.0,fraud_Brown PLC,misc_net,24.01,Kristen,Hanson,Female,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,5949eaf97e6f35db1c792925c88e01f0,1383265854,42.378371,-83.090956
343584,2020-11-01 00:31:00,3589260000000000.0,fraud_Cassin-Harvey,grocery_net,31.82,David,Miller,Male,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14/02/1984,5cfc940d29fb91ef300a41a9330e5f17,1383265867,40.259779,-78.565897
343585,2020-11-01 00:32:00,4.12873e+18,fraud_Kling Inc,gas_transport,56.2,Monique,Martin,Female,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",04/10/1949,d63cfbbdd48581a5c9ff2155f6e46a31,1383265925,30.945844,-94.687442
343586,2020-11-01 00:32:00,213196000000000.0,fraud_Price Inc,shopping_net,6.06,Zachary,Allen,Male,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24/07/1969,c28a0989a09c8ad82410fa7775962d07,1383265962,40.425436,-91.749419
343587,2020-11-01 00:33:00,675990000000.0,fraud_Sporer Inc,gas_transport,76.76,Amanda,Spencer,Female,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13/03/1994,f8dad3ada7cb299842d8d9006e7fb6b2,1383266032,40.257903,-73.781071
343588,2020-11-01 00:34:00,3560700000000000.0,fraud_Hermann and Sons,shopping_pos,4.47,Matthew,Young,Male,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,06/05/1955,ee32303469dfd9eeffff45336adf8a34,1383266046,33.666469,-115.46709
343589,2020-11-01 00:34:00,378858000000000.0,"fraud_Little, Gutmann and Lynch",shopping_net,1.7,Debra,Eaton,Female,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,29/01/1935,fd1cccc9f71afa59dccb4bc5ea1233a8,1383266049,33.271616,-112.651742
343590,2020-11-01 00:34:00,30143500000000.0,fraud_Durgan-Auer,misc_net,5.88,Lisa,Collins,Female,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",17/08/1980,20c172e8008ed5d49be7d3e787fe0ad6,1383266054,40.347937,-75.234908
343591,2020-11-01 00:34:00,5540640000000000.0,fraud_Luettgen PLC,gas_transport,63.01,Kenneth,Foster,Male,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,04/04/1985,be7d15a829fdaac8f4b3b45d9374ca49,1383266091,42.095329,-70.259169
343592,2020-11-01 00:35:00,503874000000.0,fraud_Brown PLC,misc_net,9.09,Andrew,Mcgee,Male,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,28/12/1975,d75635aa29fc941e5c93773e80baff17,1383266138,29.859282,-98.711322
343593,2020-11-01 00:35:00,4239440000000.0,fraud_Harris Inc,gas_transport,69.02,James,Leon,Male,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",04/10/1991,b0c14f2ae8732b06a6ef58a36df26d93,1383266138,39.715725,-77.322209
343594,2020-11-01 00:36:00,3567880000000000.0,"fraud_Heller, Gutmann and Zieme",grocery_pos,106.92,Tanya,Williams,Female,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",14/08/1958,4283831e9841550ec2cd5d65288e96d8,1383266213,43.301118,-75.581354
343595,2020-11-01 00:38:00,4.99235e+18,fraud_Bins-Rice,gas_transport,87.27,Benjamin,Kim,Male,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,09/01/1956,daf1bcb242df1e37d4fc97ff35a675a3,1383266306,41.698006,-90.060369
343596,2020-11-01 00:38:00,6597250000000000.0,fraud_Murray-Smitham,grocery_pos,134.14,Kyle,Wright,Male,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,16/05/1968,398d4fbd780dc0b72ae67c6c121453fd,1383266329,43.838568,-95.404736
343597,2020-11-01 00:39:00,2269770000000000.0,fraud_Murray-Smitham,grocery_pos,75.72,Shannon,Patterson,Female,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,29/10/1958,d415b58ab18b2fe94962a37771bdf30c,1383266391,42.931561,-78.352637
343598,2020-11-01 00:41:00,5540640000000000.0,fraud_Zemlak Group,misc_net,2.15,Kenneth,Foster,Male,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,04/04/1985,41224d9c64e60bed91a88dd9ff2d3249,1383266477,41.756807,-72.025665
343599,2020-11-01 00:41:00,30501600000000.0,fraud_Pacocha-O'Reilly,grocery_pos,92.73,Amanda,Smith,Female,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,04/05/1973,a436fa0c5c0a9df4c1eaaa1152bd7b4b,1383266485,33.372124,-80.936256
343600,2020-11-01 00:41:00,630485000000.0,fraud_Stamm-Rodriguez,misc_pos,29.07,Ian,Patton,Male,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,07/02/1973,d23832d34c37dfb04f9e167d1eab8ce0,1383266500,36.028466,-119.905196
343601,2020-11-01 00:42:00,4070510000000000.0,fraud_Strosin-Cruickshank,grocery_pos,122.41,Stephanie,Hopkins,Female,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",09/04/1967,ba551cb49fab309406cd96deb2869009,1383266559,28.908244,-97.770917
343602,2020-11-01 00:44:00,38797400000000.0,fraud_Schmidt and Sons,shopping_net,119.47,Andrew,Tucker,Male,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,12/12/1971,d20cee893f461094729356bc7c631d1c,1383266664,41.545671,-74.921787
343603,2020-11-01 00:45:00,4586260000000.0,fraud_Dach-Nader,misc_net,2.11,Melody,Thompson,Female,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20/01/1953,a0244f18055e375c8d27531957682e4b,1383266702,40.158294,-96.001974
343604,2020-11-01 00:45:00,3513620000000000.0,fraud_Barrows PLC,shopping_pos,6.5,Amber,Perez,Female,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,26/06/1955,c91a9fde114971777657429f07c5c066,1383266739,44.604044,-98.321334
343605,2020-11-01 00:45:00,3576430000000000.0,fraud_Reynolds-Schinner,misc_pos,12.1,Jessica,Ward,Female,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,24/10/1981,2c581a8f111359ffd64f5550bf6d1257,1383266753,32.696694,-112.233747
343606,2020-11-01 00:46:00,6011370000000000.0,fraud_Bernhard Inc,gas_transport,96.43,Adam,Stark,Male,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01/07/1997,b18f4a1bc9ff081c1c59e01e9c82e42a,1383266767,40.081503,-76.969638
343607,2020-11-01 00:46:00,4079770000000.0,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,9.34,Eric,Preston,Male,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15/12/1965,198218fc5f52ba071df0b474d4454a62,1383266794,43.709568,-115.684465
343608,2020-11-01 00:46:00,30118400000000.0,fraud_Padberg-Welch,grocery_pos,103.4,Jared,Velazquez,Male,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29/04/1993,5d53156f27061dd60a2d987907f65c08,1383266807,40.901083,-73.44809
343609,2020-11-01 00:48:00,4277230000000000.0,fraud_Luettgen PLC,gas_transport,56.37,Jennifer,Vance,Female,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,9a0af61d1bc0e24763516770a7fc5a1c,1383266910,45.491252,-103.460459
343610,2020-11-01 00:48:00,4.0401e+18,fraud_Rau and Sons,grocery_pos,110.24,Jeffrey,Lewis,Male,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,20/03/1983,5ffaae9f30b43e6d514aef1ea903cecc,1383266937,48.00785,-103.08776
343611,2020-11-01 00:50:00,180036000000000.0,fraud_Bailey-Morar,grocery_pos,109.89,Mackenzie,Salazar,Female,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20/11/1974,8e6ccf409f0f630527b090cf1f94c59a,1383267006,42.900291,-91.614121
343612,2020-11-01 00:50:00,2252060000000000.0,fraud_Cartwright-Harris,grocery_pos,100.69,Jason,Hernandez,Male,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,19/08/1991,ee2f2b0dc61fb3a5091393b4ddf49a0c,1383267053,45.487494,-89.67482
343613,2020-11-01 00:50:00,30442400000000.0,fraud_Rau and Sons,grocery_pos,231.79,Linda,Sanchez,Female,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22/06/1981,fc77dd0bd0c56ddb6b07f8765bee2789,1383267053,41.810905,-76.129768
343614,2020-11-01 00:51:00,4482430000000000.0,fraud_Kozey-Boehm,shopping_net,13.11,Leslie,Ford,Female,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30/08/1946,3fe11eca1e4490d3fb9c84e746234f34,1383267068,37.834317,-81.950224
343615,2020-11-01 00:52:00,4957920000000.0,fraud_Kerluke-Abshire,shopping_net,2.72,Alan,Parsons,Male,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,04/12/1955,5354db77ca640192adff2d8d53311265,1383267128,39.89469,-102.407633
343616,2020-11-01 00:52:00,3595190000000000.0,fraud_Koelpin and Sons,misc_net,2.87,Dustin,Roberts,Male,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14/05/1993,059de318b26a7781b669a3ad01c0ac30,1383267132,34.455573,-78.64365
343617,2020-11-01 00:54:00,4026220000000.0,fraud_Lemke-Gutmann,shopping_net,910.3,Debbie,Payne,Female,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,18/05/1977,2d666feb2c7b048d6bf42042bf9cf6d9,1383267291,40.867269,-72.246289
343618,2020-11-01 00:55:00,4.04504e+18,fraud_Stoltenberg-Beatty,shopping_pos,3.97,Bianca,Scott,Female,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,15/07/1928,f6b36b2dc2ed27ac954f3fe546b1adfc,1383267329,39.816099,-76.482102
343619,2020-11-01 00:55:00,4026220000000.0,"fraud_Kerluke, Kertzmann and Wiza",misc_net,721.23,Debbie,Payne,Female,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,18/05/1977,79592e0c0fa1a4f946bee09980505211,1383267329,42.031068,-71.149497
343620,2020-11-01 00:55:00,30267000000000.0,"fraud_Greenholt, Jacobi and Gleason",gas_transport,49.09,Sarah,Foster,Female,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21/11/1976,9b97e31b1ba774fd9c71a828d8d94686,1383267334,37.934691,-78.149195
343621,2020-11-01 00:55:00,30570200000000.0,fraud_Friesen-Stamm,gas_transport,60.27,Vincent,Cain,Male,64851 Cole Turnpike,Hartford,AL,36344,31.086,-85.7192,5732,Jewellery designer,07/12/1945,da81fe89725a19f9d993357a8e35bc10,1383267337,32.085342,-84.946402
343622,2020-11-01 00:55:00,4981130000000.0,fraud_Boyer-Reichert,shopping_net,2.88,Joseph,Spencer,Male,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,03/04/1946,789a5ff271f58fbbdefc49378facd707,1383267347,40.625338,-81.416905
343623,2020-11-01 00:56:00,2291160000000000.0,fraud_Cummerata-Jones,gas_transport,64.62,Jeff,Elliott,Male,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19/03/1968,4a644455e0f6e2df908c88b332d0e4d6,1383267381,33.380625,-80.107587
343624,2020-11-01 00:57:00,3540210000000000.0,fraud_Huels-Nolan,gas_transport,80.51,Steven,Yoder,Male,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19/06/1992,4e59bd5dcd76f4e9982db0bff463fd2b,1383267421,34.10726,-101.914446
343625,2020-11-01 00:57:00,213179000000000.0,fraud_Kuhn LLC,misc_net,24.47,Alan,Colon,Male,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/09/1993,4bf73c8cf0723a6ad1b172938dda368d,1383267462,42.37572,-107.328271
343626,2020-11-01 00:58:00,4302480000000000.0,fraud_Jast Ltd,shopping_net,5.26,Daniel,Cain,Male,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,08/08/1964,6464bb0556c87516c0530dec55b9dbf8,1383267505,42.714397,-93.627979
343627,2020-11-01 00:58:00,4.5031e+18,fraud_Flatley Group,misc_pos,15.68,Katherine,Tucker,Female,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,03/07/1979,abc3ae5cfba53535430dde3669c122d2,1383267514,27.090367,-82.768806
343628,2020-11-01 00:59:00,3583640000000000.0,fraud_Kutch and Sons,grocery_pos,160.14,Crystal,Gamble,Female,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01/01/1985,ab5e071b51d673d3346b2dc6e699f00f,1383267555,40.696427,-74.963807
343629,2020-11-01 00:59:00,3518670000000000.0,fraud_Cummings LLC,gas_transport,36.41,Dorothy,Thomas,Female,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,62f86bd18922faba4c514715d280a3e3,1383267588,39.562338,-83.912055
343630,2020-11-01 01:00:00,342036000000000.0,fraud_Heller-Langosh,gas_transport,50.33,Jennifer,Carrillo,Female,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19/06/1999,84f54a64c98a08070b7405e2c8953b67,1383267620,37.334109,-77.191509
343631,2020-11-01 01:01:00,30082000000000.0,fraud_Torphy-Goyette,shopping_pos,5.56,Kathleen,Thompson,Female,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23/06/1934,94ea29f69f7b2b1b793cf4e39fb1e3ba,1383267662,25.60685,-82.032567
343632,2020-11-01 01:02:00,213125000000000.0,fraud_Huels-Hahn,gas_transport,72.81,Steven,Arnold,Male,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,04/06/1962,178eef99d6498fdaf5d3322d606cf2f2,1383267748,42.128244,-78.341298
343633,2020-11-01 01:02:00,4683520000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,52.9,Charles,Carrillo,Male,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",19/04/1995,c6e3fddec225e3c0b605c47ed3030451,1383267752,34.012625,-119.093707
343634,2020-11-01 01:03:00,3519230000000000.0,fraud_Douglas-White,entertainment,18.83,Michael,Jones,Male,754 Smith Isle,Amsterdam,OH,43903,40.4731,-80.9596,2208,Mental health nurse,10/09/1961,13a47e037fe527e83701c510e718b7bf,1383267832,39.885965,-81.672928
343635,2020-11-01 01:04:00,6011370000000000.0,fraud_Harber Inc,gas_transport,61.44,Adam,Stark,Male,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,01/07/1997,ae4d57b0b9ea928df2a3ffb2548e44b8,1383267888,41.08244,-77.799563
