trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
274221,2020-10-01 00:27:00,5388660000000000.0,"fraud_Kerluke, Considine and Macejkovic",misc_net,328.97,Charles,Preston,Male,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,14/02/1962,02f5271dac41d8cf0df697eefe81b55e,1380587272,44.155831,-90.197316
274222,2020-10-01 00:28:00,30344700000000.0,fraud_Huel Ltd,misc_net,4.57,Christine,Johnson,Female,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27/05/1967,1d0646a2c13b33b261c5f8cabeabbf7b,1380587300,39.980553,-120.11769
274223,2020-10-01 00:28:00,581293000000.0,fraud_Cormier LLC,shopping_net,115.16,William,Thomas,Male,39227 Mcpherson Shoals,Lahoma,OK,73754,36.385,-98.0727,1078,Podiatrist,06/10/1989,593ed1112ec2b26b088e0f753a464fe3,1380587304,37.278573,-98.338317
274224,2020-10-01 00:28:00,4.41058e+18,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,77.75,David,Cole,Male,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",02/03/1969,9c0f8a23c9230f440ee45480dd6b2954,1380587309,32.237564,-81.970746
274225,2020-10-01 00:28:00,5388660000000000.0,fraud_Kling Inc,gas_transport,74.15,Charles,Preston,Male,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,14/02/1962,969e41e78a5b4c2c62cc851cb2eff2a1,1380587313,42.551732,-91.914221
274226,2020-10-01 00:29:00,3502380000000000.0,fraud_O'Hara-Wilderman,food_dining,89.24,Kathleen,Martin,Female,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30/11/1948,20072f650a100307fa07f48dbf76c97e,1380587362,29.624357,-94.533244
274227,2020-10-01 00:29:00,4501450000000000.0,fraud_Hackett-Lueilwitz,grocery_pos,111.23,Paul,Wade,Male,2306 Clark Ranch Suite 515,Ferney,SD,57439,45.329,-98.0837,52,Bookseller,22/05/1990,2ec2d50cd6ec05f031d06992d39adf7a,1380587367,45.123333,-99.056496
274228,2020-10-01 00:29:00,6011440000000000.0,fraud_Dooley-Thompson,misc_net,117.69,Allison,Allen,Female,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08/04/1993,e510d50bb3b337ac97fa1e2f4a39743a,1380587387,33.865821,-92.071083
274229,2020-10-01 00:30:00,4482430000000000.0,fraud_Friesen-Stamm,gas_transport,62.19,Leslie,Ford,Female,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30/08/1946,61047955527010c95f91a1aeb909dcbb,1380587411,39.548307,-81.144494
274230,2020-10-01 00:31:00,3534090000000000.0,fraud_Huels-Hahn,gas_transport,46.8,Jeremy,White,Male,9443 Cynthia Court Apt. 038,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,12/01/1967,3b6cd672fd0d20968c214def4ddb231e,1380587503,46.708913,-112.981548
274231,2020-10-01 00:34:00,6011390000000000.0,fraud_O'Keefe-Hudson,grocery_pos,122.18,Jacqueline,Marsh,Female,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,05/02/1951,0a88fc118f4c943577274beaa32b6c00,1380587673,40.555323,-79.146473
274232,2020-10-01 00:34:00,4990490000000.0,fraud_Berge LLC,gas_transport,69.2,Martin,Ford,Male,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,13/12/1960,7392d0dc3d107b1ba3e2f697e1519ca2,1380587677,38.834954,-78.192981
274233,2020-10-01 00:35:00,180014000000000.0,fraud_Schmeler Inc,misc_pos,9.6,Brianna,Page,Female,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,26/06/1958,640b1571d5b45144ee99a4ddc489ed25,1380587759,31.988047,-86.874374
274234,2020-10-01 00:36:00,3549200000000000.0,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,358.25,Larry,Williams,Male,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,02/04/1933,7ee4e19a5371b6c91730d37c599595cc,1380587799,43.008423,-71.251871
274235,2020-10-01 00:37:00,30561200000000.0,"fraud_Greenholt, Jacobi and Gleason",gas_transport,61.49,Gina,Morrison,Female,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",01/10/1998,66c78de0a8fcd97766f753557876e906,1380587833,39.592741,-76.400914
274236,2020-10-01 00:37:00,676102000000.0,"fraud_Osinski, Ledner and Leuschke",grocery_pos,181.35,Natasha,Mclaughlin,Female,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,21/08/1985,dc1bd2b9eac65b6770c811905e57612e,1380587879,38.370587,-122.453921
274237,2020-10-01 00:38:00,2720430000000000.0,fraud_Mraz-Herzog,gas_transport,55.64,Mark,Wood,Male,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,7e626b39a711578f354ff99eb01c0c45,1380587908,44.500896,-69.596424
274238,2020-10-01 00:43:00,30546500000000.0,fraud_Kuphal-Toy,food_dining,34.75,Nicholas,Tran,Male,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",13/01/1955,0ae721042fcd79bb39bc5f008975ada3,1380588236,42.734282,-70.507948
274239,2020-10-01 00:46:00,4450830000000000.0,fraud_McDermott-Weimann,grocery_pos,94.88,Donna,Davis,Female,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20/01/1972,fc0386dc28eba3193f3d9d304137f61c,1380588396,35.027395,-96.239193
274240,2020-10-01 00:51:00,375768000000000.0,fraud_Bahringer-Streich,food_dining,52.24,Christopher,Patterson,Male,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,12/04/1962,5fc36b45ccdb9d93e083273cbb531edf,1380588676,37.97656,-78.598222
274241,2020-10-01 00:51:00,4789910000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,239.79,Dorothy,Zuniga,Female,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27/04/1988,db9a4949d2a20cc580daf72a9b793601,1380588694,41.02944,-73.567658
274242,2020-10-01 00:52:00,30518200000000.0,fraud_Strosin-Cruickshank,grocery_pos,92.64,Tamara,Martinez,Female,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,26/01/1979,7a00654f16868e6bba8368386f4be82e,1380588761,37.264726,-89.563937
274243,2020-10-01 00:54:00,213126000000000.0,fraud_Gutmann-Upton,misc_pos,1.36,Adam,Kirk,Male,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,12/09/1931,1fc6d04057713c96c0e413379d1b94f5,1380588862,41.909756,-73.552866
274244,2020-10-01 00:54:00,345832000000000.0,fraud_Abshire PLC,entertainment,235.19,Jason,Mcmahon,Male,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,20/11/1950,1fe0e43d800798aabdd93d0330827095,1380588888,38.327456,-76.728174
274245,2020-10-01 00:54:00,4.95859e+18,"fraud_Mosciski, Ziemann and Farrell",shopping_net,9.72,Aaron,Pena,Male,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,27/11/1950,0efeeb7f2810fdd14ffc1a915e1319df,1380588888,38.055398,-77.573602
274246,2020-10-01 00:55:00,2229380000000000.0,fraud_Ankunding LLC,shopping_net,91.25,Thomas,Hale,Male,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,06/11/1984,5835b9adf6cb4bd7b12ddf27d6b22b92,1380588915,43.115273,-90.37624
274247,2020-10-01 00:55:00,4634960000000000.0,fraud_Kuvalis Ltd,gas_transport,73.47,Mackenzie,Smith,Female,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",26/12/1973,2a599ab7b6e9c7f801b636c2de3d15e1,1380588922,41.770858,-96.353072
274248,2020-10-01 00:56:00,30176000000000.0,fraud_Bogisich Inc,grocery_pos,153.07,Rebecca,Butler,Female,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,07/06/1966,b415ba9dc3dce4572fa655d4e0a8c3c2,1380589001,47.214188,-95.484206
274249,2020-10-01 00:57:00,213114000000000.0,fraud_Gleason-Macejkovic,shopping_net,6.02,Jeremy,Perry,Male,797 Jennifer Loop Suite 634,Minnesota Lake,MN,56068,43.8295,-93.8282,1087,Music tutor,14/07/1963,2a5fd20ebd3c2baaec1256d7ed9d933f,1380589035,43.641532,-93.862723
274250,2020-10-01 00:57:00,4365380000000000.0,fraud_Bauch-Raynor,grocery_pos,100.07,Robert,Goodman,Male,956 Paul Fields Suite 108,Orr,MN,55771,48.1439,-92.8561,1680,Horticultural therapist,10/12/1976,3b6b675ecb80e56efef59d12538cd7eb,1380589045,47.564032,-93.802464
274251,2020-10-01 00:58:00,30273000000000.0,fraud_Cummerata-Jones,gas_transport,68.65,Andrew,Patterson,Male,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,c3dc9cb900b72d8b469f7d450cc084ce,1380589097,35.55209,-92.452484
274252,2020-10-01 00:59:00,213142000000000.0,fraud_Rowe-Vandervort,grocery_net,41.54,Margaret,Curtis,Female,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,24/12/1984,ab28aa2f7f6b856c6b6871e180f76c7c,1380589186,31.513822,-91.062369
274253,2020-10-01 01:00:00,6511350000000000.0,"fraud_Rowe, Batz and Goodwin",grocery_pos,150.23,Robert,Nguyen,Male,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24/08/1946,398813a3ca44829de4392adced3ed12b,1380589221,39.656385,-114.6168
274254,2020-10-01 01:01:00,4067140000000000.0,fraud_Bins-Rice,gas_transport,78.82,Christina,Eaton,Female,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,12/11/1986,fc0b7c55b7b45e8a6461d90b33d5da62,1380589276,34.579969,-88.234812
274255,2020-10-01 01:02:00,180043000000000.0,"fraud_Zieme, Bode and Dooley",gas_transport,64.69,Charles,Robles,Male,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28/02/1989,27e9c5cb3a16418efdc55da0c6eb1c79,1380589362,27.980056,-82.441441
274256,2020-10-01 01:03:00,6511350000000000.0,fraud_Sawayn PLC,shopping_pos,250.02,Robert,Nguyen,Male,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,24/08/1946,fa2d803ae1aba92417ab97aa7cc7c59d,1380589424,39.242134,-114.864489
274257,2020-10-01 01:06:00,3566880000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,110.19,Adam,Mcdonald,Male,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,31/01/1991,ae69c1ec679baf0c131a35075065356b,1380589610,45.407147,-74.20484
274258,2020-10-01 01:07:00,6011400000000000.0,"fraud_Goldner, Kovacek and Abbott",grocery_pos,121.13,Maria,Roy,Female,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14/10/1973,5c47e5f682f144574b6aa4291072f76c,1380589632,42.750238,-72.659184
274259,2020-10-01 01:07:00,30407700000000.0,fraud_Rodriguez Group,gas_transport,47.1,Danielle,Evans,Female,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,13/10/1991,87b0f138d61c1d3f7627a6ed1cdd34f3,1380589674,43.017125,-76.817984
274260,2020-10-01 01:08:00,180065000000000.0,fraud_Spencer PLC,entertainment,3.78,Krystal,Gamble,Female,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15/02/1964,ddc765dc5e7368e2afe56bff855b251b,1380589685,39.838659,-76.060491
274261,2020-10-01 01:09:00,4128030000000000.0,"fraud_Kihn, Abernathy and Douglas",shopping_net,3.13,Kyle,Park,Male,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,18/10/1953,e6384d659a5a71765521b6d647eaac99,1380589779,39.034338,-81.770896
274262,2020-10-01 01:10:00,6011380000000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,7.08,Martin,Duarte,Male,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,04/05/1942,00305c3ed19764955466a548fc147025,1380589800,44.394459,-84.729458
274263,2020-10-01 01:10:00,378279000000000.0,"fraud_Osinski, Ledner and Leuschke",grocery_pos,107.22,Mary,Mcintyre,Female,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",06/04/1964,4f4373f94ad7c58646d274033569d8e6,1380589835,43.551144,-122.793743
274264,2020-10-01 01:12:00,4.48826e+18,fraud_Denesik and Sons,shopping_pos,2.8,Jessica,Shaw,Female,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,23/08/1929,47bf28e859fbabbfbb0cf462a84d4123,1380589948,33.639799,-81.812326
274265,2020-10-01 01:12:00,375083000000000.0,fraud_Doyle Ltd,grocery_pos,82.67,Shannon,Bell,Female,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,6b7c561b51d7d665a852888b0a6feb2a,1380589971,46.151605,-96.830213
274266,2020-10-01 01:13:00,4629450000000000.0,fraud_Bartoletti-Wunsch,gas_transport,70.71,Karen,Warren,Female,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",26/12/1997,279c1c077bd1b334532c1310472e381b,1380590002,30.062959,-82.985242
274267,2020-10-01 01:14:00,4.71574e+18,"fraud_Schaefer, McGlynn and Bosco",gas_transport,62.81,Robert,Drake,Male,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30/03/1941,03ad38c4c23849734fa36c408ccd7fa2,1380590044,36.893585,-96.507852
274268,2020-10-01 01:15:00,676276000000.0,fraud_Simonis-Prohaska,misc_pos,37.18,Edward,Hensley,Male,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,18/01/1986,95f6c7e23a33a84e6d4f2c48e798f3a9,1380590129,45.523178,-85.570325
274269,2020-10-01 01:16:00,4613310000000.0,"fraud_Jenkins, Hauck and Friesen",gas_transport,59.94,Jason,Murphy,Male,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15/09/1988,77cda4c061bb4626386c0de739ee7391,1380590167,36.743026,-82.315764
274270,2020-10-01 01:16:00,2256230000000000.0,fraud_Brekke and Sons,gas_transport,63.67,Christopher,Grimes,Male,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,11/04/1948,8218824f88e1986294ed12f5386c2748,1380590189,43.030278,-72.348168
274271,2020-10-01 01:18:00,4.58766e+18,fraud_Smitham-Boehm,grocery_net,31.23,Amber,Lewis,Female,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",08/05/2004,aabb692f80e0c458a5a4067acbf8e44b,1380590315,42.05012,-87.756042
274272,2020-10-01 01:18:00,6011390000000000.0,"fraud_Heller, Gutmann and Zieme",grocery_pos,115.36,Natalie,Watson,Female,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",30/05/1959,104e36c00ed407e9a7034b031fa7b465,1380590328,33.508752,-117.869873
274273,2020-10-01 01:18:00,6011500000000000.0,"fraud_Streich, Hansen and Veum",gas_transport,59.13,Ashley,Whitney,Female,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02/11/1971,073e953a320775078c2eef8e211adeda,1380590330,31.945111,-86.016677
274274,2020-10-01 01:19:00,639024000000.0,fraud_Marks Inc,gas_transport,59.63,Destiny,Lowe,Female,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,05/06/1991,cad834c95c5b41c66fbc79f414cf4781,1380590382,44.211819,-74.058102
274275,2020-10-01 01:20:00,3518230000000000.0,"fraud_Herman, Treutel and Dickens",misc_net,2.96,Barbara,Lowe,Female,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11/09/1970,ca9fc116041727f8fd3a66ee4c6d74cc,1380590405,33.71119,-97.5548
274276,2020-10-01 01:21:00,630423000000.0,fraud_Volkman Ltd,misc_net,3.04,Stephanie,Gill,Female,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21/06/1978,9e81aae4ab8ec1d1b2936bb7e1971c2a,1380590475,48.613286,-118.57563
274277,2020-10-01 01:21:00,4334230000000000.0,fraud_Simonis-Prohaska,misc_pos,1310.91,Scott,Martin,Male,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",02/08/1967,a61d4e63b1e0198cdf5bf44fbe42a74b,1380590495,42.534876,-110.596242
274278,2020-10-01 01:23:00,4178100000000000.0,"fraud_Nienow, Ankunding and Collier",misc_pos,8.18,Jill,Flores,Female,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",29/03/1981,214cebb15dcad0e2607a88f70ab7fe86,1380590619,42.473066,-86.898093
274279,2020-10-01 01:24:00,6592860000000000.0,fraud_Sporer Inc,gas_transport,62.91,Ashley,Whitehead,Female,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,12/06/1983,ca239284c0029980955cb816996a64d6,1380590676,42.712818,-77.755486
274280,2020-10-01 01:26:00,4634960000000000.0,fraud_Kuphal-Bartoletti,misc_net,456.7,Mackenzie,Smith,Female,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",26/12/1973,7f152b9453532be941fd2fe0264812ce,1380590803,42.478339,-95.942558
274281,2020-10-01 01:27:00,3546670000000000.0,fraud_Lockman Ltd,grocery_pos,87.72,Jordan,May,Male,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,05/07/1984,ea326c6e0dab6c53723c8ab668035717,1380590826,33.066923,-96.629113
274282,2020-10-01 01:29:00,4430880000000000.0,fraud_Torp-Labadie,gas_transport,75.8,Alicia,Morales,Female,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,04/11/1939,3169ad757c373ac1ed09662fa1e7fa9d,1380590944,40.21546,-106.132372
274283,2020-10-01 01:29:00,4.41058e+18,fraud_Vandervort-Funk,grocery_pos,86.17,David,Cole,Male,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",02/03/1969,2d025c7c712d794be367224e9e910017,1380590967,32.4972,-82.056076
274284,2020-10-01 01:29:00,180011000000000.0,"fraud_Lockman, West and Runte",grocery_pos,101.81,Craig,Dunn,Male,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,05/10/1993,06397c58cece145e75583cbd3df5a22e,1380590989,40.472349,-90.123658
274285,2020-10-01 01:30:00,4.22371e+18,"fraud_Nienow, Ankunding and Collier",misc_pos,40.71,Adam,Riddle,Male,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30/05/1974,34c075e3600ff94b40ad36be0659c70c,1380591000,38.407312,-85.642831
274286,2020-10-01 01:30:00,3523840000000000.0,fraud_Kilback LLC,grocery_pos,80.43,Grace,Williams,Female,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,0405f05fd1358693a69554a3bfa7bdd9,1380591001,32.236937,-87.692031
